ID	AFP	dominating_struct	avg_occupancy	dominant_fp	d_seq
0	['.', '()', '().', '(())', '(()).', '().(.)']	True	  0.6672	['.', '', '.', '()', '().', '()()', '()().', '().(.)']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2 e d c L0 b a f S3  L1*  S4 f* a* b* L0* c* d* e* S5
0	['.', '()', '().', '(())', '(()).', '(.(.))']	False	  0.5103	['.', '', '.', '()', '().', '()()', '()().', '()()..', '(.().)']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2 e d L0 c b S3  L0  S4 f e d L0 c b a S5
0	['.', '()', '().', '(())', '(().)', '(())()']	False	  0.5762	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(().)', '(().).', '(.()).', '(().).', '()()()']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2 e d L0 c b S3 g f e d L0 c b a h S4 h* a* b* c* L0* d* e* f* g* S5
0	['.', '()', '().', '(())', '(().)', '(().).']	True	  0.6459	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).', '(().).']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2 e d L0 c b S3 f e d L0 c b a S4  L1*  S5
0	['.', '()', '().', '(())', '(().)', '(()..)']	True	  0.6649	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(().).', '(()..)']	a* b* c* d* L0* e* f* g* h* S0 e L0 d S1  L0*  S2 f e L0 d c S3 g f e L0 d c b S4 h g f e L0 d c b a S5
0	['.', '()', '().', '(())', '().()', '(()())']	False	   0.667	['.', '', '.', '()', '().', '()()', '().()', '()(())']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2 g e d L0 c b h S3 h* b* c* L0* d* e* g* S4 f e d L0 c b a S5
0	['.', '()', '().', '(())', '().()', '()(())']	True	  0.8335	['.', '', '.', '()', '().', '()()', '().()', '()(())']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2 e d c L0 b a f S3 f* a* b* L0* c* d* e* S4  L0  S5
0	['.', '()', '().', '(())', '().()', '().().']	True	  0.8335	['.', '', '.', '()', '().', '()()', '().()', '().().']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2 e d c L0 b a f S3 f* a* b* L0* c* d* e* S4  L1*  S5
0	['.', '()', '().', '(())', '().()', '().(.)']	True	  0.8332	['.', '', '.', '()', '().', '()()', '().()', '().().', '().(.)']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2 e f d c L0 b a g h S3 g* a* b* L0* c* d* f* S4 h* g* a* b* L0* c* d* f* e* S5
0	['.', '()', '().', '()()', '(().)', '(().).']	False	  0.7384	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L0  S3 d c L0 b a S4  L1*  S5
0	['.', '()', '().', '()()', '(().)', '(()..)']	False	  0.7211	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).', '(.().)']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2  L0  S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '()()', '(().)', '(.()).']	True	  0.8236	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L0  S3 d c L0 b a S4  L1*  S5
0	['.', '()', '().', '()()', '(().)', '(.().)']	True	  0.8367	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).', '(.().)']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2  L0  S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '()()', '()().', '((()))']	False	  0.8334	['.', '', '.', '()', '().', '()()', '()().', '()()()']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L1  S3  L0*  S4 d c L0 b a S5
0	['.', '()', '().', '()()', '()().', '(()..)']	False	  0.8654	['.', '', '.', '()', '().', '()()', '()().', '()()..', '(.().)']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L0  S3  L1*  S4 d c L0 b a S5
0	['.', '()', '().', '()()', '()().', '()(())']	False	  0.8334	['.', '()', '().', '()()', '()().', '()()()']	 L0*  S0  L0  S1 a* b* L1* c* d* S2 c L1 b S3  L1*  S4 d c L1 b a S5
0	['.', '()', '().', '()()', '()().', '()()()']	True	     1.0	['.', '()', '().', '()()', '()().', '()()()']	 L0*  S0  L0  S1  L1*  S2  L1  S3  L2*  S4  L2  S5
0	['.', '()', '().', '()()', '()().', '()()..']	True	     1.0	['.', '()', '().', '()()', '()().', '()()..']	 L0*  S0  L0  S1  L1*  S2  L1  S3  L2*  S4  L3*  S5
0	['.', '()', '().', '()()', '()().', '()(..)']	True	     1.0	['.', '()', '().', '()()', '()().', '()()..', '()(..)']	 L0*  S0  L0  S1 a* L1* b* S2  L1  S3  L2*  S4 b L1 a S5
0	['.', '()', '().', '()()', '()().', '().(.)']	True	     1.0	['.', '()', '().', '()()', '()().', '().(.)']	 L0*  S0  L0  S1  L1*  S2 a L1 b S3  L2*  S4 b* L1* a* S5
0	['.', '()', '().', '()()', '()().', '(.().)']	True	     1.0	['.', '()', '().', '()()', '()().', '()()..', '(.().)']	a* L0* b* S0  L0  S1  L1*  S2  L1  S3  L2*  S4 b L0 a S5
0	['.', '()', '().', '()()', '()().', '.(().)']	True	     1.0	['.', '()', '().', '()()', '()().', '.(().)']	 L0*  S0 a L0 b S1  L1*  S2  L1  S3  L2*  S4 b* L0* a* S5
0	['.', '()', '().', '()()', '()(.)', '()()()']	True	     1.0	['.', '()', '().', '()()', '()().', '()(.)', '()()()']	 L0*  S0  L0  S1 a* L1* b* S2  L1  S3 c b L1 a d S4 d* a* L1* b* c* S5
0	['.', '()', '().', '()()', '()(.)', '()(.).']	True	     1.0	['.', '()', '().', '()()', '()().', '()(.)', '()(.).']	 L0*  S0  L0  S1 a* L1* b* S2  L1  S3 b L1 a S4  L2*  S5
0	['.', '()', '().', '()()', '()(.)', '()(..)']	True	     1.0	['.', '()', '().', '()()', '()().', '()(.)', '()(.).', '()(..)']	 L0*  S0  L0  S1 a* b* L1* c* d* S2  L1  S3 c L1 b S4 d c L1 b a S5
0	['.', '()', '().', '()()', '()(.)', '(.(.))']	True	     1.0	['.', '()', '().', '()()', '()().', '()(.)', '()(.).', '(.(.))']	a* L0* b* S0  L0  S1 c* L1* d* S2  L1  S3 d L1 c S4 b L0 a S5
0	['.', '()', '().', '()()', '()(.)', '.((.))']	True	     1.0	['.', '()', '().', '()()', '()().', '()(.)', '.((.))']	 L0*  S0 a L0 b S1 c* L1* d* S2  L1  S3 d L1 c S4 b* L0* a* S5
0	['.', '()', '().', '()()', '().()', '(()())']	False	  0.8335	['.', '', '.', '()', '().', '()()', '().()', '()(())']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2 e L0 f S3 f* L0* e* S4 d c L0 b a S5
0	['.', '()', '().', '()()', '().()', '()(())']	True	     1.0	['.', '()', '().', '()()', '().()', '()(())']	 L0*  S0  L0  S1  L1*  S2 a L1 b S3 b* L1* a* S4  L1  S5
0	['.', '()', '().', '()()', '().()', '()()()']	True	  0.9577	['.', '()', '().', '()()', '().()', '()()()']	 L0*  S0  L0  S1  L1*  S2 a L1 b S3 c* b* L1* a* d* S4 d a L1 b c S5
0	['.', '()', '().', '()()', '().()', '().().']	True	     1.0	['.', '()', '().', '()()', '().()', '().().']	 L0*  S0  L0  S1  L1*  S2 a L1 b S3 b* L1* a* S4  L2*  S5
0	['.', '()', '().', '()()', '().()', '().(.)']	True	     1.0	['.', '()', '().', '()()', '().()', '().().', '().(.)']	 L0*  S0  L0  S1  L1*  S2 a b L1 c d S3 c* L1* b* S4 d* c* L1* b* a* S5
0	['.', '()', '().', '()()', '().()', '(..())']	True	     1.0	['.', '()', '().', '()()', '().()', '().().', '(..())']	a* L0* b* S0  L0  S1  L1*  S2 c L1 d S3 d* L1* c* S4 b L0 a S5
0	['.', '()', '().', '()()', '().()', '.(.())']	True	     1.0	['.', '()', '().', '()()', '().()', '.(.())']	 L0*  S0 a L0 b S1  L1*  S2 c L1 d S3 d* L1* c* S4 b* L0* a* S5
0	['.', '()', '().', '()()', '(.())', '()()()']	True	     1.0	['.', '()', '().', '()()', '()().', '(.())', '()()()']	a* L0* b* S0  L0  S1  L1*  S2  L1  S3 c b L0 a d S4 d* a* L0* b* c* S5
0	['.', '()', '().', '()()', '(.())', '(.()).']	True	     1.0	['.', '()', '().', '()()', '()().', '(.())', '(.()).']	a* L0* b* S0  L0  S1  L1*  S2  L1  S3 b L0 a S4  L2*  S5
0	['.', '()', '().', '()()', '(.())', '(.().)']	True	     1.0	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).', '(.().)']	a* b* L0* c* d* S0  L0  S1  L1*  S2  L1  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()()', '(.())', '(.(.))']	False	  0.5061	['.', '', '.', '()', '.()', '(())', '(()).', '(().)', '(().).', '(.()).', '(.().)']	a* b* L0* c* d* S0  L0  S1  L0*  S2  L0  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()()', '(.())', '(..())']	False	  0.7956	['.', '', '.', '()', '().', '()()', '()().', '(.())', '(.()).', '(.().)']	a* b* L0* c* d* S0  L0  S1  L0  S2  L0*  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()()', '.(())', '((()))']	True	     1.0	['.', '()', '().', '()()', '.(())', '((()))']	 L0*  S0 a L0 b S1  L1*  S2  L1  S3 b* L0* a* S4  L0  S5
0	['.', '()', '().', '()()', '.(())', '()()()']	True	  0.9577	['.', '()', '().', '()()', '.(())', '()()()']	 L0*  S0 a L0 b S1  L1*  S2  L1  S3 c* b* L0* a* d* S4 d a L0 b c S5
0	['.', '()', '().', '()()', '.(())', '.(()).']	True	     1.0	['.', '()', '().', '()()', '.(())', '.(()).']	 L0*  S0 a L0 b S1  L1*  S2  L1  S3 b* L0* a* S4  L2*  S5
0	['.', '()', '().', '()()', '.(())', '.(().)']	True	     1.0	['.', '()', '().', '()()', '.(())', '.(()).', '.(().)']	 L0*  S0 a b L0 c d S1  L1*  S2  L1  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '()()', '.(())', '.((.))']	False	  0.8094	['.', '()', '().', '()()', '.(())', '.(()).', '.(().)']	 L0*  S0 a b L0 c d S1  L0  S2  L0*  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '()()', '.(())', '.(.())']	False	  0.8611	['.', '()', '().', '()()', '.(())', '.(()).', '.(().)']	 L0*  S0 a b L0 c d S1  L0*  S2  L0  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '()..', '(().)', '(()())']	False	  0.6975	['.', '', '.', '()', '().', '()..', '().()', '()(())']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2  L0*  S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '()..', '(().)', '(().).']	False	  0.6672	['.', '', '.', '()', '().', '()..', '()(.)', '()(.).']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L1*  S3 d c L0 b a S4  L2*  S5
0	['.', '()', '().', '()..', '(().)', '(()..)']	False	  0.7291	['.', '', '.', '()', '().', '()..', '()(.)', '()(.).', '(.(.))']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2  L1*  S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '()..', '(().)', '()..()']	True	  0.8335	['.', '', '.', '()', '().', '()..', '()(.)', '()..()']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L1*  S3 e d c L0 b a f S4 f* a* b* L0* c* d* e* S5
0	['.', '()', '().', '()..', '((.))', '(().).']	False	  0.6746	['.', '', '.', '()', '().', '()..', '().()', '().().']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L0*  S3 d c L0 b a S4  L1*  S5
0	['.', '()', '().', '()..', '((.))', '(()..)']	False	     0.8	['.', '', '.', '()', '().', '()..', '().()', '()(())']	a* b* c* L0* d* e* f* S0 d L0 c S1  L0*  S2  L0*  S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '()..', '((.))', '((.)).']	False	   0.667	['.', '', '.', '()', '().', '()..', '().()', '().().']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L0*  S3 d c L0 b a S4  L2*  S5
0	['.', '()', '().', '()..', '((.))', '()..()']	True	  0.8335	['.', '', '.', '()', '().', '()..', '().()', '()..()']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L0*  S3 e d c L0 b a f S4 f* a* b* L0* c* d* e* S5
0	['.', '()', '().', '()..', '()(.)', '(()..)']	False	  0.8803	['.', '', '.', '()', '().', '()..', '()(.)', '()(.).', '(.(.))']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L1*  S3  L0  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '()(.)', '()(())']	True	     1.0	['.', '()', '().', '()..', '()(.)', '()(.).', '()(())']	 L0*  S0  L0  S1 a* b* L1* c* d* S2  L1*  S3 c L1 b S4 d c L1 b a S5
0	['.', '()', '().', '()..', '()(.)', '()(.).']	True	     1.0	['.', '()', '().', '()..', '()(.)', '()(.).']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L1  S4  L3*  S5
0	['.', '()', '().', '()..', '()(.)', '()(..)']	True	     1.0	['.', '()', '().', '()..', '()(.)', '()(.).', '()(..)']	 L0*  S0  L0  S1 a* L1* b* S2  L2*  S3  L1  S4 b L1 a S5
0	['.', '()', '().', '()..', '()(.)', '()..()']	True	     1.0	['.', '()', '().', '()..', '()(.)', '()..()']	 L0*  S0  L0  S1  L1*  S2  L2*  S3 a L1 b S4 b* L1* a* S5
0	['.', '()', '().', '()..', '()(.)', '(.(.))']	True	     1.0	['.', '()', '().', '()..', '()(.)', '()(.).', '(.(.))']	a* L0* b* S0  L0  S1  L1*  S2  L2*  S3  L1  S4 b L0 a S5
0	['.', '()', '().', '()..', '()(.)', '.((.))']	True	     1.0	['.', '()', '().', '()..', '()(.)', '.((.))']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3  L1  S4 b* L0* a* S5
0	['.', '()', '().', '()..', '().()', '(()())']	False	  0.8335	['.', '', '.', '()', '().', '()..', '().()', '()(())']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L1*  S3  L1  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '().()', '((.).)']	False	  0.8387	['.', '', '.', '()', '().', '()..', '().()', '().().', '(..())']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L0*  S3  L0  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '().()', '()(())']	True	     1.0	['.', '()', '().', '()..', '().()', '()(())']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L2  S4  L1  S5
0	['.', '()', '().', '()..', '().()', '().().']	True	     1.0	['.', '()', '().', '()..', '().()', '().().']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L2  S4  L3*  S5
0	['.', '()', '().', '()..', '().()', '().(.)']	True	     1.0	['.', '()', '().', '()..', '().()', '().().', '().(.)']	 L0*  S0  L0  S1  L1*  S2 a* L2* b* S3  L2  S4 b L2 a S5
0	['.', '()', '().', '()..', '().()', '()..()']	True	     1.0	['.', '()', '().', '()..', '().()', '()..()']	 L0*  S0  L0  S1  L1*  S2  L2*  S3 a L2 b S4 b* L2* a* S5
0	['.', '()', '().', '()..', '().()', '.(.())']	True	     1.0	['.', '()', '().', '()..', '().()', '.(.())']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3  L2  S4 b* L0* a* S5
0	['.', '()', '().', '()..', '()...', '(()..)']	False	  0.8335	['.', '', '.', '()', '().', '()..', '()...', '()(..)']	a* b* L0* c* d* S0 c L0 b S1  L0*  S2  L1*  S3  L2*  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '()...', '((.).)']	False	  0.8335	['.', '', '.', '()', '().', '()..', '()...', '().(.)']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L0*  S3  L2*  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '()...', '((..))']	False	  0.8334	['.', '', '.', '()', '().', '()..', '()...', '()..()']	a* b* L0* c* d* S0 c L0 b S1  L1*  S2  L2*  S3  L0*  S4 d c L0 b a S5
0	['.', '()', '().', '()..', '()...', '()(..)']	True	     1.0	['.', '()', '().', '()..', '()...', '()(..)']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L3*  S4  L1  S5
0	['.', '()', '().', '()..', '()...', '().(.)']	True	     1.0	['.', '()', '().', '()..', '()...', '().(.)']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L3*  S4  L2  S5
0	['.', '()', '().', '()..', '()...', '()..()']	True	     1.0	['.', '()', '().', '()..', '()...', '()..()']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L3*  S4  L3  S5
0	['.', '()', '().', '()..', '()...', '()....']	True	     1.0	['.', '()', '().', '()..', '()...', '()....']	 L0*  S0  L0  S1  L1*  S2  L2*  S3  L3*  S4  L4*  S5
0	['.', '()', '().', '()..', '()...', '(....)']	True	     1.0	['.', '()', '().', '()..', '()...', '()....', '(....)']	a* L0* b* S0  L0  S1  L1*  S2  L2*  S3  L3*  S4 b L0 a S5
0	['.', '()', '().', '()..', '()...', '.(...)']	True	     1.0	['.', '()', '().', '()..', '()...', '.(...)']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3  L3*  S4 b* L0* a* S5
0	['.', '()', '().', '()..', '(...)', '()..()']	True	     1.0	['.', '()', '().', '()..', '()...', '(...)', '()..()']	a* L0* b* S0  L0  S1  L1*  S2  L2*  S3 c b L0 a d S4 d* a* L0* b* c* S5
0	['.', '()', '().', '()..', '(...)', '(.(.))']	False	  0.6008	['.', '', '.', '()', '.()', '.().', '(().)', '(().).', '(()..)']	a* b* L0* c* d* S0  L0  S1  L0*  S2  L1*  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()..', '(...)', '(..())']	True	  0.9725	['.', '', '.', '()', '().', '()..', '().()', '().().', '(..())']	a* b* L0* c* d* S0  L0  S1  L1*  S2  L0*  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()..', '(...)', '(...).']	True	     1.0	['.', '()', '().', '()..', '()...', '(...)', '(...).']	a* L0* b* S0  L0  S1  L1*  S2  L2*  S3 b L0 a S4  L3*  S5
0	['.', '()', '().', '()..', '(...)', '(....)']	True	     1.0	['.', '', '.', '()', '().', '()..', '()...', '(...)', '(...).', '(....)']	a* b* L0* c* d* S0  L0  S1  L1*  S2  L2*  S3 c L0 b S4 d c L0 b a S5
0	['.', '()', '().', '()..', '.(..)', '((..))']	True	     1.0	['.', '()', '().', '()..', '.(..)', '((..))']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3 b* L0* a* S4  L0  S5
0	['.', '()', '().', '()..', '.(..)', '()..()']	True	  0.9577	['.', '()', '().', '()..', '.(..)', '()..()']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3 c* b* L0* a* d* S4 d a L0 b c S5
0	['.', '()', '().', '()..', '.(..)', '.((.))']	True	  0.8602	['.', '()', '().', '()..', '.(..)', '.(..).', '.((.))']	 L0*  S0 a b L0 c d S1  L0  S2  L1*  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '()..', '.(..)', '.(.())']	True	   0.909	['.', '()', '().', '()..', '.(..)', '.(..).', '.(.())']	 L0*  S0 a b L0 c d S1  L1*  S2  L0  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '()..', '.(..)', '.(..).']	True	     1.0	['.', '()', '().', '()..', '.(..)', '.(..).']	 L0*  S0 a L0 b S1  L1*  S2  L2*  S3 b* L0* a* S4  L3*  S5
0	['.', '()', '().', '()..', '.(..)', '.(...)']	True	     1.0	['.', '()', '().', '()..', '.(..)', '.(..).', '.(...)']	 L0*  S0 a b L0 c d S1  L1*  S2  L2*  S3 c* L0* b* S4 d* c* L0* b* a* S5
0	['.', '()', '().', '(..)', '().()', '()(())']	True	     1.0	['.', '()', '().', '()..', '(..)', '().()', '()(())']	a* L0* b* S0  L0  S1  L1*  S2 c b L0 a d S3 d* a* L0* b* c* S4  L1  S5
0	['.', '()', '().', '(..)', '().()', '().().']	True	     1.0	['.', '()', '().', '()..', '(..)', '().()', '().().']	a* L0* b* S0  L0  S1  L1*  S2 c b L0 a d S3 d* a* L0* b* c* S4  L2*  S5
0	['.', '()', '().', '(..)', '().()', '().(.)']	True	   0.999	['.', '()', '().', '()..', '(..)', '().()', '().().', '().(.)']	a* L0* b* S0  L0  S1  L1*  S2 c d b L0 a e f S3 e* a* L0* b* d* S4 f* e* a* L0* b* d* c* S5
0	['.', '()', '().', '(..)', '().()', '(..())']	True	     1.0	['.', '', '.', '()', '().', '()..', '(..)', '().()', '().().', '(..())']	a* b* L0* c* d* S0  L0  S1  L1*  S2 e c L0 b f S3 f* b* L0* c* e* S4 d c L0 b a S5
0	['.', '()', '().', '(..)', '().()', '(..)()']	True	  0.9954	['.', '()', '().', '()..', '(..)', '().()', '()..()', '(..)()']	a* L0* b* S0  L0  S1  L1*  S2 c b L0 a d S3 e* d* a* L0* b* c* f* S4 f c b L0 a d e S5
0	['.', '()', '().', '(..)', '().()', '.(.())']	True	     1.0	['.', '()', '().', '()..', '(..)', '().()', '.(.())']	a* L0* b* S0 c L0 d S1  L1*  S2 e b L0 a f S3 f* a* L0* b* e* S4 d* L0* c* S5
0	['.', '()', '().', '(..)', '(.())', '(.()).']	False	  0.7507	['.', '', '.', '()', '.()', '(())', '(()).', '(().)', '(().).']	a* b* L0* c* d* S0  L0  S1  L0*  S2 c L0 b S3 d c L0 b a S4  L1*  S5
0	['.', '()', '().', '(..)', '(.())', '(.().)']	False	  0.7421	['.', '', '.', '()', '.()', '(())', '(()).', '(().)', '(().).', '(()..)']	a* b* c* L0* d* e* f* S0  L0  S1  L0*  S2 d L0 c S3 e d L0 c b S4 f e d L0 c b a S5
0	['.', '()', '().', '(..)', '(.())', '(..)()']	False	  0.7507	['.', '', '.', '()', '.()', '(())', '(()).', '(().)', '.().()', '(())()']	a* b* L0* c* d* S0  L0  S1  L0*  S2 c L0 b S3 e d c L0 b a f S4 f* a* b* L0* c* d* e* S5
0	['.', '()', '().', '(..)', '(..).', '().(.)']	True	     1.0	['.', '()', '().', '()..', '(..)', '(..).', '().(.)']	a* L0* b* S0  L0  S1  L1*  S2 c b L0 a d S3  L2*  S4 d* a* L0* b* c* S5
0	['.', '()', '().', '(..)', '(..).', '(.().)']	False	  0.7507	['.', '', '.', '()', '.()', '(())', '(()).', '(())..', '(()..)']	a* b* L0* c* d* S0  L0  S1  L0*  S2 c L0 b S3  L1*  S4 d c L0 b a S5
0	['.', '()', '().', '(..)', '(..).', '(..())']	False	  0.8334	['.', '', '.', '()', '().', '()..', '(..)', '(..).', '(..)()']	a* b* L0* c* d* S0  L0  S1  L1*  S2 c L0 b S3  L0*  S4 d c L0 b a S5
0	['.', '()', '().', '(..)', '(..).', '(..)()']	True	     1.0	['.', '()', '().', '()..', '(..)', '(..).', '(..)()']	a* L0* b* S0  L0  S1  L1*  S2 b L0 a S3  L2*  S4  L2  S5
